timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,baro_pressure_pa,xyz[0],xyz[1],xyz[2],q[0],q[1],q[2],q[3],roll_body,pitch_body,yaw_body,thrust_body[2],lat,lon,alt,eph,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,cog_rad,x,y,z,vx,vy,vz,z_deriv,ax,ay,az,heading,evh,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],class
313125029,0.7478954002293665,0.9084950249039369,0.3791768227284068,0.4523809523807358,0.591870030637442,0.7046215993135714,0.4180867292882845,0.5973952718193826,0.2936992660552344,0.7781780918468769,0.9470392833019582,0.6161566913134072,0.5266002190604844,0.8529141758706191,0.2576585343890916,0.1654485049657523,0.3723252497147769,0.4483528293307981,0.2896893186878865,0.0376811594202898,0.0054127200748552,0.1733333333333333,0.3389830508474576,0.0704310913782635,0.931254442913399,0.136551655055724,0.3562193135752409,0.8296851029843338,0.2978761380175777,0.6051602514312668,0.6771161859293102,0.5592975478276301,0.3880814091017291,0.6662254679171373,0.675383375597717,0.1831278339143717,0.2498940628367202,0.7310443251840023,0.7379310394806804,0.8473895229756624,2
313325029,0.7475574706321659,0.9106424533231914,0.3800218747531428,0.3853968253965831,0.5849851606565074,0.5958064448228457,0.4171373133668734,0.5984898059969859,0.2647941104541075,0.7709130669717369,0.9473211857970923,0.6144855814435715,0.5194784373284485,0.8529141758706191,0.269742576225881,0.1674418604525271,0.3780313837341964,0.4553383210019426,0.3283780895389661,0.0376811594202898,0.0054127200748552,0.1600000000000001,0.3898305084745763,0.0112325440194292,0.931254442913399,0.1341065001321643,0.3554067177468526,0.8301139929553903,0.3042704337083035,0.6088213021924914,0.6846441996580305,0.5660087960047079,0.5781313835317172,0.800052857704858,0.6452453912637734,0.1824796952702169,0.2707777941631921,0.7224606400664284,0.7337931122642822,0.8473895229756624,2
313525029,0.7531858704787217,0.9011544193268752,0.3832085606813264,0.4441269841267967,0.5828378098101604,0.4786014243337911,0.4182048401106715,0.5998921850315705,0.2740040418390848,0.7711009140781223,0.947824177550022,0.6168561007405762,0.4803797560472285,0.8529141758706191,0.2206879943084114,0.1674418604525271,0.3780313837341964,0.4553383210019426,0.3283780895389661,0.0376811594202898,0.0054127200748552,0.1600000000000001,0.3898305084745763,0.0112325440194292,0.931254442913399,0.1324849302070689,0.3567199823529319,0.8320186652127619,0.3118393432746034,0.6148607620005405,0.7134982593538136,0.5955612198758412,0.5033487984194975,0.5630189791558687,0.6753601932910809,0.1813945719780278,0.2876989792862524,0.725321868438953,0.7337931122642822,0.8483935339087276,2
313725029,0.737319131863345,0.895307463876807,0.3877207643907628,0.3809523809522943,0.5936183570533404,0.4796180020372155,0.4188489734579931,0.6014034038106948,0.2958101621237046,0.777093402075335,0.9483448878710048,0.621829101355478,0.4429622263609348,0.8529141758706191,0.2841181832984305,0.1674418604525271,0.3780313837341964,0.4553383210019426,0.3283780895389661,0.0376811594202898,0.0054127200748552,0.1600000000000001,0.3898305084745763,0.0112325440194292,0.931254442913399,0.1316893034107797,0.3581208586377377,0.8339758706810297,0.314517175518278,0.6200697338354713,0.7267707591143703,0.6063493013199955,0.1991046376329845,0.7043578175949601,0.6401265378060506,0.1805130526013184,0.2980125260134142,0.7281830992277414,0.7351724181683333,0.8483935339087276,2
313925029,0.7356722530919878,0.9054418847352486,0.3902022474568966,0.3968253968250792,0.5778940036178355,0.5533534271332952,0.4201285383691322,0.6019839284979683,0.3155823484203059,0.7776822679467927,0.9484751917221728,0.6135425988928715,0.4273906561981711,0.8529141758706191,0.2417701712419973,0.1674418604525271,0.3780313837341964,0.4553383210019426,0.3283780895389661,0.0376811594202898,0.0054127200748552,0.1600000000000001,0.3898305084745763,0.0112325440194292,0.931254442913399,0.1310650659918454,0.3575936066285177,0.8368921298814587,0.3159281022301913,0.6109583885997061,0.7452140318477669,0.6200093869018678,0.5071967627765044,0.358130778796851,0.5778627033859339,0.1800632897703806,0.2997186893201574,0.7396280190001256,0.7324137992320474,0.8524096089947741,2
314125029,0.7288264586714263,0.9061957282668098,0.3929615523780861,0.3253968253966377,0.587256332474383,0.6103780359886489,0.4197312078305865,0.6021910189732216,0.2965528215249935,0.7748347445561348,0.9486118855593296,0.6174648198565814,0.4896671151414025,0.8529141758706191,0.2456742491934344,0.1674418604525271,0.3780313837341964,0.4553383210019426,0.3283780895389661,0.0376811594202898,0.0054127200748552,0.1600000000000001,0.3898305084745763,0.0112325440194292,0.931254442913399,0.1299234118480014,0.3548870208744329,0.8390809616815871,0.3087487077044127,0.6077677316176551,0.7406955423222356,0.6093150615814281,0.4056053879753047,0.6779049960935597,0.7221559293830924,0.1798948952251652,0.2949111636086368,0.7296137163135201,0.7337931122642822,0.851405598061709,2
314325029,0.7301503362695502,0.9053477093904728,0.3950527742964447,0.4365079365074962,0.5857185634296149,0.5763623615537248,0.4194210178078154,0.602329895258926,0.283676766637803,0.7724247949942671,0.9486449772493372,0.6147416702456782,0.4943825501405726,0.8529141758706191,0.2509720557146085,0.1667774086236022,0.3637660485692322,0.4442194023064523,0.3157994743854131,0.0376811594202898,0.0054127200748552,0.1600000000000001,0.2542372881355932,0.0235276259866423,0.931254442913399,0.1287370460445943,0.353161658868259,0.8400554100121964,0.3093373762044215,0.6053399602170724,0.739051562694891,0.6004839077236368,0.5293923390699116,0.5282458732762156,0.652837064522408,0.1798339250381672,0.2831324681866926,0.725321868438953,0.7324137992320474,0.8524096089947741,2
314525029,0.7244058531262288,0.9075915267086132,0.3993267332925999,0.5314285714284779,0.5873513999362074,0.5386509479622527,0.4191078367703916,0.6030557625832174,0.2846922836361773,0.7731646917517555,0.9488829277875442,0.618433259190042,0.4659919029708439,0.8529141758706191,0.2545675308889217,0.1667774086236022,0.3637660485692322,0.4442194023064523,0.3157994743854131,0.0376811594202898,0.0054127200748552,0.1600000000000001,0.2542372881355932,0.0235276259866423,0.931254442913399,0.1278726389963934,0.3543984245104927,0.8400981607759592,0.3118290797996614,0.6135605894881706,0.7368647394282088,0.5896263064902924,0.3253455172516649,0.6095412520826899,0.6614907020891291,0.1794160127408443,0.2617790868104354,0.7281830992277414,0.7324137992320474,0.8524096089947741,2
314725029,0.7160716164339067,0.9034069891445272,0.4054508398957376,0.4444444444443434,0.5732686430837929,0.5182718693314201,0.4196076930584924,0.6042187896724089,0.291611139310127,0.7733908950889347,0.949253748234285,0.6013568824943294,0.4788954471175088,0.8529141758706191,0.2431028731687771,0.1667774086236022,0.3637660485692322,0.4442194023064523,0.3157994743854131,0.0376811594202898,0.0054127200748552,0.1600000000000001,0.2542372881355932,0.0235276259866423,0.931254442913399,0.1284004918258187,0.3581728340205219,0.8399454150051405,0.3167546871785874,0.6155060521870883,0.7498626441487205,0.5959647373647239,0.3905261046003591,0.3262260079661213,0.6843546928169927,0.1786705408520567,0.2304568710944977,0.7281830992277414,0.7324137992320474,0.8554216574708625,2
314925029,0.7459813058690867,0.9045600958386588,0.4115510140560409,0.5314285714284779,0.570400339940721,0.5341146735806923,0.4176373598669062,0.6053156699624828,0.3149835376603482,0.7579348982709279,0.9493382771827956,0.5761158717430985,0.4641590199851326,0.8529141758706191,0.2476453774859616,0.1667774086236022,0.3637660485692322,0.4442194023064523,0.3157994743854131,0.0376811594202898,0.0054127200748552,0.1600000000000001,0.2542372881355932,0.0235276259866423,0.931254442913399,0.1301677901453203,0.3646835094672656,0.8398895364170529,0.3173566576839854,0.6241483213171979,0.7462614849319111,0.5851538314564737,0.5929944441035524,0.054731266628588,0.5934946480077012,0.1781366318612427,0.1982563634644316,0.7324749451692976,0.7089655223540074,0.8664658247652581,2
